,66Q,MY0,J94,601,S61,JE5,JB2,61D,59X,L12
2014/1/2 00:00,88.31,28.56,14.97,20.15,19.04,21.06,19.51,13.88,12.76,10.64
2014/1/3 00:00,88.35,28.59,14.98,20.15,19.06,21.07,19.51,13.87,12.774,10.64
2014/1/6 00:00,88.45,28.61,14.99,20.19,19.13,21.08,19.54,13.9,12.77,10.64
2014/1/7 00:00,88.53,28.65,15.01,20.22,19.11,21.13,19.56,13.92,12.789,10.64
2014/1/8 00:00,88.55,28.67,15.0,20.19,19.11,21.14,19.52,13.9,12.802,10.63
2014/1/9 00:00,88.51,28.63,14.98,20.21,19.11,21.14,19.52,13.95,12.77,10.63
2014/1/10 00:00,88.64,28.67,15.02,20.28,19.13,21.15,19.59,14.02,12.788,10.64
2014/1/13 00:00,88.97,28.79,15.08,20.31,19.19,21.15,19.61,14.03,12.851,10.64
2014/1/14 00:00,89.04,28.83,15.09,20.29,19.21,21.16,19.59,13.98,12.873,10.64
2014/1/15 00:00,88.99,28.76,15.05,20.29,19.18,21.19,19.57,13.98,12.846,10.64
2014/1/16 00:00,89.03,28.77,15.05,20.32,19.21,21.21,19.6,13.98,12.836,10.64
2014/1/17 00:00,89.1,28.82,15.06,20.34,19.23,21.23,19.61,14.0,12.86,10.64
2014/1/21 00:00,89.22,28.86,15.08,20.35,19.25,21.24,19.62,13.99,12.873,10.64
2014/1/22 00:00,89.24,28.86,15.07,20.33,19.25,21.25,19.6,13.96,12.874,10.64
2014/1/23 00:00,89.24,28.83,15.07,20.37,19.24,21.23,19.64,14.02,12.849,10.64
2014/1/24 00:00,89.37,28.92,15.12,20.34,19.27,21.15,19.65,14.04,12.891,10.64
2014/1/27 00:00,89.41,28.94,15.13,20.3,19.27,21.13,19.63,14.01,12.906,10.64
2014/1/28 00:00,89.3,28.89,15.11,20.32,19.25,21.14,19.65,14.03,12.884,10.64
2014/1/29 00:00,89.38,28.93,15.11,20.35,19.27,21.12,19.69,14.08,12.897,10.64
2014/1/30 00:00,89.51,29.0,15.16,20.34,19.28,21.14,19.68,14.07,12.929,10.64
2014/1/31 00:00,89.55,29.0,0.0,20.34,19.29,21.13,19.7,14.08,12.919,10.64
2014/2/3 00:00,89.61,29.04,0.0,20.38,19.29,21.12,19.75,14.16,12.933,10.63
2014/2/4 00:00,89.64,29.1,15.23,20.34,19.33,21.1,19.73,14.11,12.977,10.64
2014/2/5 00:00,89.59,29.04,15.19,20.33,19.32,21.11,19.7,14.06,12.955,10.65
2014/2/6 00:00,89.52,28.99,15.18,20.33,19.31,21.16,19.7,14.05,12.934,10.65
2014/2/7 00:00,89.57,28.99,15.18,20.37,19.3,21.2,19.73,14.09,12.926,10.65
2014/2/10 00:00,89.68,29.05,15.2,20.38,19.33,21.23,19.73,14.1,12.951,10.65
2014/2/11 00:00,89.68,29.04,15.18,20.39,19.33,21.27,19.72,14.06,12.95,10.65
2014/2/12 00:00,89.64,28.99,15.16,20.38,19.31,21.29,19.69,14.03,12.931,10.65
2014/2/13 00:00,89.62,28.97,15.14,20.4,19.29,21.3,19.73,14.06,12.907,10.65
2014/2/14 00:00,89.7,29.02,15.19,20.41,19.3,21.31,19.72,14.04,12.938,10.65
2014/2/18 00:00,89.77,29.02,15.19,20.45,19.31,21.35,19.76,14.07,12.934,10.65
2014/2/19 00:00,89.85,29.05,15.21,20.44,19.35,21.38,19.76,14.03,12.952,10.65
2014/2/20 00:00,89.8,29.03,15.19,20.44,19.32,21.39,19.74,14.0,12.938,10.65
2014/2/21 00:00,89.82,29.0,15.17,20.47,19.31,21.43,19.76,14.02,12.924,10.66
2014/2/24 00:00,89.9,29.05,15.19,20.49,19.34,21.46,19.76,14.02,12.939,10.66
2014/2/25 00:00,89.95,29.04,15.2,20.54,19.36,21.48,19.8,14.07,12.932,10.66
2014/2/26 00:00,90.08,29.11,15.23,20.57,19.4,21.5,19.83,14.1,12.962,10.67
2014/2/27 00:00,90.19,29.16,15.26,20.61,19.43,21.53,19.85,14.12,12.98,10.67
2014/2/28 00:00,90.26,29.21,15.25,20.64,19.45,21.56,19.85,14.13,12.999,10.67
2014/3/3 00:00,90.33,29.21,15.28,20.64,19.46,21.55,19.89,14.18,12.995,10.67
2014/3/4 00:00,90.37,29.27,15.28,20.6,19.47,21.57,19.85,14.1,13.017,10.67
2014/3/5 00:00,90.3,29.17,15.24,20.61,19.43,21.57,19.85,14.1,12.974,10.67
2014/3/6 00:00,90.25,29.16,15.23,20.57,19.41,21.56,19.83,14.08,12.973,10.67
2014/3/7 00:00,90.16,29.12,15.17,20.53,19.37,21.52,19.79,14.06,12.95,10.66
2014/3/10 00:00,90.12,29.05,15.18,20.52,19.35,21.52,19.78,14.05,12.92,10.67
2014/3/11 00:00,90.1,29.06,15.18,20.54,19.36,21.51,19.79,14.06,12.924,10.68
2014/3/12 00:00,90.13,29.06,15.21,20.56,19.36,21.5,19.8,14.08,12.931,10.68
2014/3/13 00:00,90.24,29.11,15.21,20.61,19.37,21.51,19.83,14.14,12.95,10.68
2014/3/14 00:00,90.33,29.19,15.28,20.6,19.42,21.49,19.83,14.15,12.99,10.68
2014/3/17 00:00,90.35,29.19,15.25,20.58,19.41,21.51,19.8,14.11,12.986,10.66
2014/3/18 00:00,90.33,29.13,15.25,20.61,19.4,21.55,19.82,14.12,12.959,10.68
2014/3/19 00:00,90.35,29.17,15.26,20.57,19.42,21.57,19.77,14.02,12.972,10.67
2014/3/20 00:00,90.23,29.08,15.19,20.56,19.34,21.54,19.75,13.98,12.916,10.67
2014/3/21 00:00,90.26,29.09,15.19,20.59,19.35,21.58,19.77,14.02,12.911,10.69
2014/3/24 00:00,90.39,29.16,15.21,20.62,19.38,21.6,19.78,14.04,12.934,10.68
2014/3/25 00:00,90.39,29.18,15.22,20.62,19.39,21.6,19.78,14.04,12.94,10.68
2014/3/26 00:00,90.41,29.19,15.23,20.66,19.42,21.61,19.81,14.07,12.94,10.68
2014/3/27 00:00,90.53,29.24,15.25,20.7,19.46,21.6,19.82,14.09,12.965,10.69
2014/3/28 00:00,90.54,29.27,15.25,20.69,19.47,21.61,19.81,14.05,12.977,10.69
2014/3/31 00:00,90.54,29.24,15.23,20.69,19.45,21.64,19.8,14.05,12.959,10.69
2014/4/1 00:00,90.5,29.23,15.23,20.68,19.45,21.65,19.8,14.02,12.957,10.7
2014/4/2 00:00,90.51,29.2,15.21,20.65,19.44,21.66,19.78,13.97,12.946,10.7
2014/4/3 00:00,90.5,29.15,15.19,20.66,19.43,21.65,19.79,13.99,12.922,10.71
2014/4/4 00:00,90.58,29.18,15.22,20.72,19.46,21.66,19.84,14.05,12.934,10.72
2014/4/7 00:00,90.72,29.29,15.26,20.75,19.51,21.65,19.86,14.06,12.979,10.72
2014/4/8 00:00,90.78,29.33,15.27,20.77,19.53,21.65,19.87,14.07,12.999,10.72
2014/4/9 00:00,90.82,29.35,15.25,20.75,19.54,21.66,19.88,14.08,13.01,10.73
2014/4/10 00:00,90.86,29.34,15.3,20.83,19.56,21.66,19.91,14.14,13.016,10.74
2014/4/11 00:00,90.95,29.43,15.34,20.82,19.6,21.64,19.91,14.16,13.054,10.73
2014/4/14 00:00,91.0,29.45,15.34,20.82,19.6,21.65,19.91,14.14,13.061,10.73
2014/4/15 00:00,91.01,29.42,15.32,20.83,19.58,21.65,19.92,14.16,13.047,10.74
2014/4/16 00:00,91.02,29.44,15.32,20.84,19.58,21.67,19.91,14.18,13.049,10.74
2014/4/17 00:00,91.04,29.43,15.32,20.79,19.59,21.67,19.87,14.15,13.041,10.74
2014/4/21 00:00,0.0,0.0,0.0,0.0,0.0,21.68,19.87,0.0,0.0,0.0
2014/4/22 00:00,90.96,29.34,15.27,20.81,19.55,21.69,19.87,14.15,13.0,10.74
2014/4/23 00:00,91.02,29.36,15.29,20.84,19.56,21.69,19.9,14.19,13.002,10.75
2014/4/24 00:00,91.09,29.42,15.31,20.85,19.57,21.71,19.91,14.2,13.032,10.75
2014/4/25 00:00,91.18,29.43,15.32,20.86,19.58,21.69,19.92,14.21,13.035,10.76
2014/4/28 00:00,91.16,29.46,15.3,20.86,19.58,21.7,19.92,14.19,13.048,10.75
2014/4/29 00:00,91.16,29.44,15.3,20.85,19.56,21.71,19.9,14.16,13.041,10.76
2014/4/30 00:00,91.2,29.41,15.31,20.89,19.58,21.73,19.94,14.21,13.03,10.77
2014/5/1 00:00,0.0,0.0,0.0,0.0,19.62,21.75,19.98,0.0,0.0,0.0
2014/5/2 00:00,91.45,29.57,15.36,20.97,19.64,21.75,19.99,14.29,13.092,10.79
2014/5/5 00:00,91.48,29.6,15.39,20.95,19.69,21.74,19.99,14.25,13.099,10.79
2014/5/6 00:00,91.5,29.56,0.0,20.98,19.68,21.74,20.0,14.26,13.088,10.8
2014/5/7 00:00,91.51,29.6,15.38,20.99,19.69,21.75,20.01,14.26,13.099,10.81
2014/5/8 00:00,91.53,29.61,15.4,21.01,19.73,21.76,20.02,14.29,13.109,10.83
2014/5/9 00:00,91.42,29.63,15.4,21.0,19.73,21.78,20.01,14.27,13.119,10.84
2014/5/12 00:00,91.35,29.58,15.39,20.98,19.71,21.79,19.99,14.23,13.102,10.83
2014/5/13 00:00,91.38,29.54,15.38,21.01,19.67,21.8,20.02,14.26,13.082,10.84
2014/5/14 00:00,91.58,29.6,15.42,21.09,19.76,21.81,20.06,14.35,13.107,10.86
2014/5/15 00:00,91.72,29.71,15.47,21.12,19.82,21.79,20.08,14.41,13.153,10.86
2014/5/16 00:00,91.73,29.72,15.45,21.1,19.82,21.79,20.08,14.4,13.168,10.85
2014/5/19 00:00,91.7,29.71,15.47,21.08,19.82,21.81,20.08,14.36,13.157,10.86
2014/5/20 00:00,91.67,29.69,15.46,21.09,19.79,21.81,20.1,14.38,13.148,10.86
2014/5/21 00:00,91.68,29.71,15.46,21.08,19.8,21.82,20.08,14.37,13.164,10.87
2014/5/22 00:00,91.67,29.69,15.45,21.06,19.8,21.82,20.07,14.39,13.151,10.87
2014/5/23 00:00,91.68,29.68,15.45,21.09,19.8,21.82,20.08,14.43,13.14,10.88
2014/5/27 00:00,91.73,29.71,15.46,21.11,19.78,21.84,20.1,14.43,13.152,10.88
2014/5/28 00:00,91.86,29.76,15.49,21.2,19.86,21.85,20.15,14.52,13.164,10.89
2014/5/29 00:00,0.0,0.0,15.53,0.0,19.92,21.86,20.15,0.0,0.0,0.0
2014/5/30 00:00,91.92,29.81,15.51,21.21,19.9,21.88,20.15,14.49,13.197,10.88
2014/6/2 00:00,91.89,29.8,0.0,21.16,19.88,21.88,20.11,14.4,13.193,10.88
2014/6/3 00:00,91.8,29.7,15.46,21.11,19.84,21.84,20.07,14.33,13.151,10.88
2014/6/4 00:00,91.69,29.64,15.43,21.1,19.81,21.85,20.06,14.3,13.121,10.88
2014/6/5 00:00,91.7,29.63,15.43,21.12,19.79,21.86,20.08,14.33,13.118,10.88
2014/6/6 00:00,91.77,29.67,15.45,21.14,19.84,21.89,20.09,14.33,13.133,10.89
2014/6/9 00:00,0.0,0.0,15.43,0.0,19.84,21.91,20.08,0.0,0.0,0.0
2014/6/10 00:00,91.76,29.64,15.41,21.12,19.84,21.91,20.07,14.31,13.121,10.88
2014/6/11 00:00,91.72,29.63,15.41,21.12,19.82,21.91,20.05,14.31,13.107,10.88
2014/6/12 00:00,91.71,29.62,15.41,21.15,19.82,21.91,20.08,14.36,13.109,10.88
2014/6/13 00:00,91.81,29.68,15.44,21.14,19.85,21.92,20.07,14.33,13.138,10.88
2014/6/16 00:00,91.86,29.68,15.44,21.15,19.86,21.93,20.08,14.35,13.125,10.88
2014/6/17 00:00,91.84,29.68,15.42,21.11,19.84,21.92,20.05,14.32,13.133,10.88
2014/6/18 00:00,91.79,29.63,15.41,21.14,19.82,21.93,20.07,14.37,13.096,10.89
2014/6/19 00:00,91.88,29.68,15.44,21.14,19.86,21.96,20.08,14.38,13.118,10.9
2014/6/20 00:00,91.89,29.66,15.42,21.15,19.84,21.97,20.09,14.41,13.124,10.91
2014/6/23 00:00,0.0,0.0,15.44,0.0,19.87,21.97,20.09,0.0,0.0,0.0
2014/6/24 00:00,91.96,29.7,15.44,21.19,19.88,21.98,20.1,14.46,13.127,10.92
2014/6/25 00:00,92.05,29.76,15.47,21.21,19.91,21.97,20.13,14.48,13.148,10.92
2014/6/26 00:00,92.11,29.78,15.49,21.24,19.93,21.96,20.15,14.51,13.163,10.91
2014/6/27 00:00,92.13,29.82,15.5,21.23,19.94,21.97,20.14,14.5,13.183,10.92
2014/6/30 00:00,92.16,29.8,15.49,21.25,19.94,21.97,20.15,14.52,13.181,10.92
2014/7/1 00:00,92.13,29.82,0.0,21.22,19.94,21.98,20.14,14.45,13.191,10.92
2014/7/2 00:00,92.04,29.75,15.47,21.18,19.91,21.99,20.1,14.39,13.163,10.93
2014/7/3 00:00,91.95,29.68,15.43,21.17,19.85,22.0,20.09,14.39,13.126,10.93
2014/7/7 00:00,91.98,29.68,15.44,21.17,19.92,22.0,20.1,14.42,13.112,10.93
2014/7/8 00:00,92.03,29.72,15.47,21.23,19.9,21.98,20.12,14.47,13.125,10.93
2014/7/9 00:00,92.05,29.77,15.48,21.24,19.92,21.98,20.12,14.51,13.151,10.93
2014/7/10 00:00,92.07,29.8,15.51,21.23,19.94,21.93,20.12,14.53,13.161,10.93
2014/7/11 00:00,92.11,29.8,15.51,21.24,19.93,21.93,20.13,14.54,13.169,10.94
2014/7/14 00:00,92.12,29.81,15.51,21.23,19.94,21.95,20.12,14.51,13.179,10.94
2014/7/15 00:00,92.07,29.78,15.5,21.22,19.93,21.92,20.11,14.48,13.16,10.94
2014/7/16 00:00,92.11,29.76,15.49,21.22,19.97,21.89,20.11,14.48,13.156,10.94
2014/7/17 00:00,92.17,29.78,15.51,21.25,19.95,21.85,20.14,14.55,13.157,10.94
2014/7/18 00:00,92.19,29.85,15.54,21.24,19.98,21.82,20.12,14.54,13.191,10.93
2014/7/21 00:00,92.26,29.86,15.54,21.24,19.98,21.81,20.12,14.55,13.184,10.92
2014/7/22 00:00,92.22,29.85,15.53,21.26,19.98,21.82,20.14,14.55,13.186,10.92
2014/7/23 00:00,92.27,29.88,15.55,21.27,20.0,21.83,20.13,14.55,13.195,10.93
2014/7/24 00:00,92.22,29.85,15.53,21.25,19.99,21.83,20.1,14.52,13.195,10.93
2014/7/25 00:00,92.23,29.83,15.52,21.27,19.98,21.84,20.13,14.58,13.167,10.96
2014/7/28 00:00,92.29,29.88,15.54,21.25,20.0,21.84,20.12,14.55,13.19,10.95
2014/7/29 00:00,92.28,29.87,15.54,21.27,20.0,21.8,20.14,14.59,13.176,10.95
2014/7/30 00:00,92.25,29.88,15.53,21.21,19.99,21.76,20.07,14.49,13.193,10.95
2014/7/31 00:00,92.11,29.77,15.48,21.16,19.9,21.65,20.05,14.51,13.141,10.94
2014/8/1 00:00,92.08,29.77,15.48,21.13,19.91,21.56,20.06,14.53,13.14,10.94
2014/8/4 00:00,92.15,29.85,15.53,21.14,19.95,21.57,20.07,14.52,13.169,10.93
2014/8/5 00:00,92.08,29.84,15.53,21.14,19.93,21.63,20.08,14.53,13.177,10.93
2014/8/6 00:00,92.09,29.87,15.57,21.13,19.94,21.6,20.08,14.53,13.178,10.91
2014/8/7 00:00,92.11,29.86,15.57,21.16,19.94,21.64,20.12,14.58,13.178,10.9
2014/8/8 00:00,92.21,29.94,15.58,21.16,19.97,21.62,20.11,14.59,13.206,10.9
2014/8/11 00:00,92.16,29.91,15.57,21.2,19.96,21.67,20.11,14.58,13.205,10.91
2014/8/12 00:00,92.14,29.9,15.57,21.2,19.96,21.7,20.1,14.54,13.201,10.91
2014/8/13 00:00,92.16,29.89,15.56,21.24,19.96,21.73,20.14,14.58,13.191,10.93
2014/8/14 00:00,92.23,29.94,15.59,21.29,20.0,21.77,20.17,14.6,13.213,10.93
2014/8/15 00:00,0.0,0.0,15.61,0.0,20.03,21.79,20.21,0.0,0.0,0.0
2014/8/18 00:00,92.39,30.03,15.62,21.32,20.06,21.81,20.18,14.57,13.256,10.93
2014/8/19 00:00,92.32,29.99,15.6,21.31,20.04,21.84,20.18,14.53,13.23,10.94
2014/8/20 00:00,92.33,29.96,15.58,21.31,20.01,21.86,20.17,14.5,13.217,10.94
2014/8/21 00:00,92.33,29.93,15.58,21.33,20.05,21.88,20.19,14.53,13.204,10.94
2014/8/22 00:00,92.36,29.96,15.59,21.34,20.03,21.87,20.19,14.52,13.219,10.94
2014/8/25 00:00,92.4,29.98,15.59,21.36,20.04,21.88,20.2,14.53,13.224,10.94
2014/8/26 00:00,92.42,29.99,15.6,21.37,20.06,21.89,20.21,14.53,13.229,10.95
2014/8/27 00:00,92.44,30.0,15.61,21.39,20.07,21.89,20.23,14.56,13.229,10.95
2014/8/28 00:00,92.5,30.06,15.63,21.42,20.11,21.89,20.25,14.58,13.248,10.94
2014/8/29 00:00,92.61,30.08,15.64,21.42,20.11,21.89,20.24,14.55,13.264,10.94
2014/9/2 00:00,92.57,30.05,15.62,21.37,20.12,21.9,20.2,14.49,13.265,10.95
2014/9/3 00:00,92.5,29.99,15.58,21.37,20.05,21.88,20.2,14.51,13.225,10.96
2014/9/4 00:00,92.49,30.0,15.59,21.33,20.07,21.85,20.17,14.46,13.23,10.96
2014/9/5 00:00,92.45,29.97,15.58,21.31,20.05,21.76,20.15,14.43,13.208,10.96
2014/9/8 00:00,92.41,29.98,15.58,21.31,20.03,21.78,20.14,14.4,13.204,10.95
2014/9/9 00:00,92.37,29.95,0.0,21.27,19.98,21.73,20.11,14.36,13.2,10.94
2014/9/10 00:00,92.22,29.9,15.53,21.22,19.94,21.67,20.07,14.3,13.18,10.94
2014/9/11 00:00,92.2,29.87,15.52,21.22,19.95,21.65,20.07,14.34,13.156,10.94
2014/9/12 00:00,92.09,29.84,15.49,21.15,19.9,21.64,20.02,14.25,13.16,10.93
2014/9/15 00:00,92.03,29.78,15.48,21.15,19.88,21.62,20.03,14.27,13.119,10.93
2014/9/16 00:00,92.03,29.79,15.49,21.14,19.88,21.6,20.03,14.26,13.129,10.93
2014/9/17 00:00,92.03,29.77,15.49,21.14,19.84,21.62,20.03,14.19,13.129,10.94
2014/9/18 00:00,92.0,29.74,15.47,21.14,19.85,21.66,20.03,14.13,13.122,10.94
2014/9/19 00:00,92.06,29.73,15.47,21.18,19.87,21.7,20.06,14.17,13.112,10.94
2014/9/22 00:00,92.21,29.8,15.5,21.19,19.91,21.66,20.08,14.15,13.137,10.94
2014/9/23 00:00,92.21,29.82,15.52,21.19,19.91,21.61,20.08,14.21,13.152,10.95
2014/9/24 00:00,92.23,29.86,15.53,21.16,19.92,21.55,20.04,14.19,13.169,10.94
2014/9/25 00:00,92.25,29.84,15.52,21.16,19.91,21.47,20.06,14.24,13.144,10.94
2014/9/26 00:00,92.24,29.88,15.54,21.11,19.91,21.38,20.03,14.18,13.175,10.92
2014/9/29 00:00,92.25,29.88,15.55,21.1,19.96,21.32,20.02,14.18,13.159,10.91
2014/9/30 00:00,92.25,29.95,15.55,21.1,19.89,21.39,20.03,14.17,13.172,10.91
2014/10/1 00:00,92.32,29.92,0.0,21.17,19.91,21.43,20.11,14.28,13.163,10.93
2014/10/2 00:00,92.44,30.01,0.0,21.16,19.97,21.43,20.09,14.24,13.224,10.93
2014/10/3 00:00,92.38,29.97,15.61,21.19,19.99,21.5,20.11,14.2,13.208,10.93
2014/10/6 00:00,92.46,29.99,15.61,21.22,19.98,21.54,20.15,14.22,13.208,10.94
2014/10/7 00:00,92.54,30.04,15.64,21.26,20.0,21.48,20.18,14.28,13.228,10.94
2014/10/8 00:00,92.61,30.11,15.65,21.26,20.04,21.44,20.18,14.33,13.269,10.95
2014/10/9 00:00,92.56,30.15,15.7,21.25,20.12,21.39,20.17,14.35,13.284,10.96
2014/10/10 00:00,92.54,30.14,15.7,21.21,20.11,21.27,20.16,14.37,13.284,10.94
2014/10/13 00:00,92.57,30.16,0.0,21.27,20.13,21.25,20.2,14.41,13.289,10.95
2014/10/14 00:00,92.62,30.24,15.72,21.25,20.14,21.16,20.21,14.4,13.323,10.93
2014/10/15 00:00,92.84,30.36,15.79,21.28,20.23,21.02,20.24,14.46,13.34,10.93
2014/10/16 00:00,92.65,30.36,15.79,21.23,20.22,21.05,20.21,14.43,13.385,10.9
2014/10/17 00:00,92.54,30.27,15.74,21.27,20.13,21.28,20.23,14.41,13.345,10.88
2014/10/20 00:00,92.56,30.28,15.74,21.29,20.14,21.3,20.25,14.41,13.336,10.87
2014/10/21 00:00,92.59,30.27,15.73,21.32,20.14,21.44,20.26,14.38,13.347,10.88
2014/10/22 00:00,92.59,30.26,15.72,21.31,20.18,21.46,20.24,14.36,13.343,10.88
2014/10/23 00:00,92.57,30.23,15.7,21.29,20.11,21.48,20.22,14.32,13.328,10.89
2014/10/24 00:00,92.59,30.21,15.69,21.3,20.15,21.49,20.22,14.3,13.301,10.9
2014/10/27 00:00,92.65,30.21,15.69,21.31,20.11,21.46,20.23,14.31,13.303,10.91
2014/10/28 00:00,92.61,30.21,15.69,21.29,20.09,21.47,20.22,14.31,13.314,10.9
2014/10/29 00:00,92.55,30.17,15.67,21.28,20.08,21.47,20.19,14.27,13.299,10.89
2014/10/30 00:00,92.56,30.16,15.66,21.28,20.08,21.46,20.21,14.29,13.277,10.9
2014/10/31 00:00,92.56,30.14,15.65,21.27,20.06,21.46,20.2,14.28,13.283,10.9
2014/11/3 00:00,92.51,30.13,15.64,21.27,20.06,21.46,20.2,14.26,13.273,10.91
2014/11/4 00:00,92.57,30.13,15.64,21.25,20.11,21.39,20.19,14.26,13.263,10.91
2014/11/5 00:00,92.52,30.11,15.64,21.25,20.02,21.4,20.19,14.26,13.263,10.91
2014/11/6 00:00,92.51,30.11,15.64,21.23,20.02,21.42,20.17,14.26,13.26,10.91
2014/11/7 00:00,92.52,30.08,15.63,21.27,20.0,21.41,20.21,14.32,13.243,10.91
2014/11/10 00:00,92.56,30.13,15.66,21.24,20.06,21.4,20.18,14.28,13.277,10.91
2014/11/11 00:00,92.54,30.07,0.0,21.24,20.02,21.41,20.17,14.28,13.25,10.91
2014/11/12 00:00,92.48,30.08,15.67,21.24,20.08,21.41,20.18,14.27,13.245,10.91
2014/11/13 00:00,92.47,30.07,15.63,21.25,20.01,21.37,20.18,14.25,13.251,10.91
2014/11/14 00:00,92.48,30.08,15.66,21.25,20.0,21.33,20.19,14.28,13.259,10.92
2014/11/17 00:00,92.49,30.1,15.65,21.22,20.02,21.29,20.16,14.23,13.27,10.91
2014/11/18 00:00,92.53,30.09,15.65,21.22,20.0,21.26,20.16,14.23,13.256,10.92
2014/11/19 00:00,92.48,30.08,15.64,21.18,19.96,21.21,20.13,14.18,13.262,10.9
2014/11/20 00:00,92.44,30.13,15.65,21.17,19.97,21.19,20.14,14.22,13.244,10.9
2014/11/21 00:00,92.52,30.1,15.65,21.22,19.98,21.24,20.17,14.26,13.254,10.9
2014/11/24 00:00,92.61,30.14,15.66,21.24,20.0,21.28,20.19,14.27,13.276,10.91
2014/11/25 00:00,92.68,30.18,15.71,21.27,20.03,21.29,20.22,14.29,13.282,10.93
2014/11/26 00:00,92.77,30.26,15.72,21.3,20.07,21.3,20.24,14.3,13.313,10.93
2014/11/28 00:00,92.83,30.28,15.76,21.31,20.1,21.23,20.24,14.3,13.324,10.93
2014/12/1 00:00,92.87,30.33,15.76,21.24,20.12,21.06,20.2,14.28,13.343,10.93
2014/12/2 00:00,92.71,30.25,15.71,21.18,20.05,21.0,20.16,14.19,13.326,10.92
2014/12/3 00:00,92.61,30.2,15.7,21.19,20.01,21.0,20.16,14.19,13.284,10.92
2014/12/4 00:00,92.66,30.21,15.71,21.21,20.03,20.99,20.17,14.21,13.282,10.93
2014/12/5 00:00,92.62,30.24,15.7,21.17,20.01,20.98,20.14,14.14,13.3,10.93
2014/12/8 00:00,92.65,30.2,15.69,21.17,19.99,20.91,20.15,14.16,13.27,10.93
2014/12/9 00:00,92.73,30.26,15.73,21.14,20.02,20.78,20.14,14.2,13.287,10.93
2014/12/10 00:00,92.65,30.27,15.74,21.13,20.01,20.66,20.14,14.22,13.296,10.93
2014/12/11 00:00,92.63,30.3,15.78,21.09,20.06,20.6,20.12,14.21,13.32,10.92
2014/12/12 00:00,92.65,30.3,15.79,21.09,20.03,20.45,20.14,14.21,13.31,10.93
2014/12/15 00:00,92.65,30.35,15.79,21.02,20.03,20.34,20.11,14.19,13.346,10.91
2014/12/16 00:00,92.54,30.32,15.82,20.99,20.01,20.23,20.11,14.25,13.324,10.89
2014/12/17 00:00,92.49,30.33,15.8,21.01,19.98,20.3,20.08,14.2,13.335,10.89
2014/12/18 00:00,92.49,30.26,15.77,21.08,19.96,20.52,20.08,14.1,13.304,10.89
2014/12/19 00:00,92.56,30.26,15.73,21.13,19.97,20.6,20.11,14.15,13.282,10.9
2014/12/22 00:00,92.65,30.31,15.74,21.15,20.0,20.64,20.13,14.18,13.297,10.91
2014/12/23 00:00,92.67,30.32,15.74,21.1,20.0,20.68,20.08,14.09,13.308,10.91
2014/12/24 00:00,0.0,0.0,0.0,21.12,0.0,20.69,20.08,14.06,0.0,10.91
2014/12/26 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014/12/29 00:00,92.72,30.27,15.72,21.16,19.99,20.7,20.12,14.08,13.273,10.93
2014/12/30 00:00,92.78,30.33,15.75,21.17,20.03,20.71,20.14,14.09,13.297,10.93
2014/12/31 00:00,92.8,30.34,0.0,21.18,20.02,20.71,20.15,14.13,13.311,10.93
2015/1/2 00:00,92.92,30.39,15.78,21.21,20.02,20.71,20.19,14.21,13.321,10.94
2015/1/5 00:00,93.08,30.49,15.82,21.23,20.08,20.64,20.22,14.23,13.349,10.94
2015/1/6 00:00,93.17,30.57,15.87,21.25,20.12,20.56,20.27,14.24,13.381,10.95
2015/1/7 00:00,93.21,30.6,15.88,21.28,20.14,20.62,20.28,14.25,13.422,10.95
2015/1/8 00:00,93.11,30.66,15.88,21.28,20.08,20.71,20.25,14.21,13.432,10.95
2015/1/9 00:00,93.16,30.58,15.86,21.32,20.11,20.74,20.28,14.25,13.405,10.95
2015/1/12 00:00,93.2,30.66,15.91,21.35,20.16,20.71,20.32,14.26,13.427,10.96
2015/1/13 00:00,93.18,30.68,15.92,21.36,20.17,20.68,20.33,14.24,13.452,10.96
2015/1/14 00:00,93.25,30.75,15.97,21.35,20.23,20.63,20.37,14.33,13.457,10.97
2015/1/15 00:00,93.28,30.79,15.98,21.39,20.19,20.6,20.41,14.4,13.472,10.97
2015/1/16 00:00,93.31,30.85,16.01,21.37,20.25,20.61,20.38,14.37,13.502,10.97
2015/1/20 00:00,93.34,30.81,15.99,21.38,20.21,20.63,20.39,14.37,13.472,10.97
2015/1/21 00:00,93.26,30.81,15.98,21.34,20.26,20.62,20.36,14.32,13.478,10.96
2015/1/22 00:00,93.27,30.74,15.94,21.34,20.18,20.7,20.34,14.31,13.455,10.96
2015/1/23 00:00,93.41,30.77,15.95,21.42,20.2,20.73,20.4,14.39,13.447,10.98
2015/1/26 00:00,93.5,30.84,15.98,21.4,20.23,20.74,20.39,14.39,13.489,10.99
2015/1/27 00:00,93.56,30.85,16.0,21.41,20.26,20.77,20.4,14.42,13.478,10.98
2015/1/28 00:00,93.55,30.83,16.0,21.5,20.24,20.81,20.47,14.49,13.482,11.0
2015/1/29 00:00,93.66,30.92,16.05,21.48,20.3,20.82,20.46,14.48,13.529,11.0
2015/1/30 00:00,93.76,30.95,16.04,21.53,20.34,20.83,20.52,14.57,13.509,11.01
2015/2/2 00:00,93.82,31.01,16.06,21.55,20.34,20.84,20.53,14.57,13.551,11.02
