,66Q,MY0,J94,601,S61,JE5,JB2,61D,59X,L12
2019/7/17 00:00,104.03,33.52,17.43,24.18,21.3821,23.65,21.21,15.0,14.306,13.02
2019/7/18 00:00,104.12,33.6,17.46,24.2,21.4435,23.59,21.22,15.0,14.327,13.04
2019/7/19 00:00,104.09,33.63,17.49,24.21,21.4768,23.61,21.21,15.01,14.346,13.04
2019/7/22 00:00,104.15,33.66,17.51,24.22,21.5001,23.63,21.22,15.01,14.357,13.04
2019/7/23 00:00,104.12,33.65,17.46,24.21,21.4935,23.65,21.21,14.99,14.314,13.03
2019/7/24 00:00,104.22,33.65,17.5,24.24,21.5165,23.68,21.25,15.0,14.361,13.03
2019/7/25 00:00,104.13,33.67,17.47,24.23,21.5053,23.7,21.22,14.98,14.332,13.04
2019/7/26 00:00,104.11,33.65,17.49,24.23,21.4657,23.72,21.22,14.96,14.343,13.03
2019/7/29 00:00,104.13,33.66,17.49,24.28,21.4953,23.71,21.24,14.97,14.358,13.03
2019/7/30 00:00,104.13,33.69,17.5,24.23,21.4875,23.71,21.23,14.97,14.384,13.04
2019/7/31 00:00,104.25,33.68,17.5,24.25,21.4862,23.72,21.27,15.0,14.385,13.03
2019/8/1 00:00,104.69,33.74,17.54,24.36,21.5149,23.67,21.41,15.06,14.393,13.08
2019/8/2 00:00,104.75,33.93,17.65,24.37,21.6461,23.61,21.42,15.07,14.476,13.09
2019/8/5 00:00,105.05,33.98,17.71,24.4,21.7249,23.45,21.49,15.13,14.539,13.12
2019/8/6 00:00,105.16,34.07,17.78,24.41,21.7611,23.51,21.52,15.17,14.545,13.11
2019/8/7 00:00,105.19,34.18,17.85,24.44,21.8617,23.45,21.51,15.23,14.636,13.12
2019/8/8 00:00,105.24,34.12,17.77,24.45,21.76,23.58,21.52,15.23,14.548,13.11
2019/8/9 00:00,105.16,34.14,17.8,24.43,21.8044,23.57,21.5,15.22,14.584,13.1
2019/8/12 00:00,105.5,34.16,17.82,24.48,21.7991,23.56,21.58,15.29,14.603,13.12
2019/8/13 00:00,105.29,34.2,17.85,24.43,21.8286,23.6,21.55,15.27,14.604,13.1
2019/8/14 00:00,105.62,34.2,17.87,24.47,21.8364,23.49,21.63,15.3,14.667,13.11
2019/8/15 00:00,0.0,0.0,17.92,0.0,21.8554,23.48,21.69,0.0,0.0,0.0
2019/8/16 00:00,105.75,34.38,17.95,24.57,21.8965,23.53,21.68,15.32,14.693,13.14
2019/8/19 00:00,105.59,34.33,17.9,24.52,21.8684,23.6,21.64,15.26,14.655,13.11
2019/8/20 00:00,105.81,34.31,17.92,24.59,21.8837,23.62,21.7,15.28,14.689,13.13
2019/8/21 00:00,105.75,34.34,17.93,24.6,21.892,23.69,21.69,15.26,14.68,13.12
2019/8/22 00:00,105.71,34.32,17.92,24.59,21.8759,23.71,21.66,15.23,14.675,13.11
2019/8/23 00:00,106.01,34.28,17.89,24.66,21.8684,23.67,21.75,15.32,14.66,13.14
2019/8/26 00:00,105.93,34.47,17.97,24.61,21.9571,23.68,21.72,15.31,14.719,13.13
2019/8/27 00:00,106.24,34.42,17.98,24.67,21.9695,23.72,21.79,15.38,14.748,13.14
2019/8/28 00:00,106.34,34.56,18.02,24.7,22.0358,23.75,21.8,15.42,14.76,13.13
2019/8/29 00:00,106.3,34.51,18.0,24.68,22.0086,23.79,21.78,15.42,14.73,13.15
2019/8/30 00:00,106.26,34.47,17.99,24.7,21.9858,23.81,21.79,15.39,14.723,13.16
2019/9/3 00:00,106.38,34.51,18.0,24.77,21.9952,23.76,21.81,15.36,14.766,13.18
2019/9/4 00:00,106.44,34.55,18.03,24.79,22.032,23.8,21.84,15.38,14.755,13.2
2019/9/5 00:00,106.06,34.52,17.99,24.71,22.0108,23.85,21.74,15.3,14.721,13.15
2019/9/6 00:00,106.19,34.4,17.96,24.74,21.9593,23.87,21.77,15.31,14.707,13.18
2019/9/9 00:00,105.8,34.4,17.93,24.69,21.9334,23.89,21.68,15.25,14.67,13.16
2019/9/10 00:00,105.4,34.29,17.86,24.61,21.8855,23.9,21.59,15.17,14.646,13.14
2019/9/11 00:00,105.38,34.13,17.8,24.58,21.7728,23.89,21.58,15.15,14.577,13.13
2019/9/12 00:00,105.24,34.12,17.81,24.56,21.8359,23.92,21.56,15.11,14.584,13.12
2019/9/13 00:00,104.8,34.02,17.73,24.47,21.6966,23.88,21.43,15.02,14.522,13.1
2019/9/16 00:00,105.07,33.89,17.65,24.52,21.6739,23.92,21.5,15.11,14.487,13.12
2019/9/17 00:00,105.22,33.99,17.74,24.55,21.7004,23.93,21.51,15.13,14.514,13.13
2019/9/18 00:00,105.23,34.02,17.76,24.57,21.7483,23.93,21.54,15.1,14.551,13.13
2019/9/19 00:00,105.35,34.06,17.77,24.59,21.7729,23.96,21.56,15.12,14.557,13.14
2019/9/20 00:00,105.65,34.1,17.79,24.61,21.7642,23.96,21.62,15.17,14.557,13.15
2019/9/23 00:00,105.74,34.2,17.85,24.66,21.8461,23.95,21.65,15.21,14.628,13.16
2019/9/24 00:00,106.0,34.24,17.86,24.7,21.8558,23.94,21.7,15.26,14.626,13.18
2019/9/25 00:00,105.6,34.31,17.9,24.62,21.8913,23.91,21.6,15.16,14.649,13.16
2019/9/26 00:00,105.72,34.18,17.84,24.65,21.8346,23.89,21.64,15.2,14.611,13.17
2019/9/27 00:00,105.75,34.24,17.86,24.66,21.8409,23.86,21.67,15.17,14.617,13.17
2019/9/30 00:00,105.82,34.26,17.87,24.66,21.8503,23.86,21.68,15.14,14.624,13.17
2019/10/1 00:00,105.98,34.26,0.0,24.69,21.8059,23.85,21.72,15.19,14.611,13.19
2019/10/2 00:00,106.04,34.36,17.92,24.7,21.9357,23.76,21.72,15.21,14.679,13.2
2019/10/3 00:00,106.29,34.41,17.96,24.75,21.9748,23.75,21.77,15.26,14.704,13.22
2019/10/4 00:00,106.43,34.5,18.0,24.79,22.0129,23.77,21.8,15.31,14.737,13.22
2019/10/7 00:00,106.22,34.52,0.0,24.76,22.0196,23.78,21.76,15.27,14.744,13.21
2019/10/8 00:00,106.26,34.49,18.0,24.75,22.0244,23.73,21.77,15.25,14.747,13.21
2019/10/9 00:00,106.09,34.5,17.98,24.71,22.005,23.76,21.74,15.19,14.725,13.2
2019/10/10 00:00,105.82,34.37,17.92,24.66,21.9415,23.77,21.66,15.15,14.676,13.18
2019/10/11 00:00,105.65,34.23,17.85,24.61,21.8176,23.82,21.61,15.1,14.612,13.16
2019/10/14 00:00,105.73,34.18,0.0,24.63,21.8402,23.83,21.64,15.13,0.0,13.16
2019/10/15 00:00,105.63,34.22,17.82,24.63,21.8648,23.85,21.6,15.08,14.645,13.16
2019/10/16 00:00,105.71,34.15,17.81,24.65,21.8278,23.88,21.62,15.1,14.589,13.16
2019/10/17 00:00,105.69,34.17,17.82,24.66,21.8232,23.9,21.62,15.11,14.591,13.16
2019/10/18 00:00,105.74,34.17,17.82,24.69,21.8322,23.9,21.63,15.13,14.598,13.16
2019/10/21 00:00,105.61,34.17,17.81,24.66,21.811,23.9,21.59,15.1,14.589,13.15
2019/10/22 00:00,105.76,34.15,17.81,24.69,21.826,23.91,21.62,15.12,14.566,13.15
2019/10/23 00:00,105.81,34.2,17.84,24.7,21.8528,23.92,21.63,15.14,14.608,13.15
2019/10/24 00:00,105.81,34.21,17.84,24.71,21.8292,23.94,21.63,15.15,14.612,13.15
2019/10/25 00:00,105.73,34.19,17.83,24.7,21.8519,23.98,21.6,15.13,14.595,13.16
2019/10/28 00:00,105.56,34.11,17.78,24.67,21.763,23.99,21.57,15.09,14.548,13.14
2019/10/29 00:00,105.56,34.08,17.77,24.68,21.7773,23.98,21.58,15.06,14.55,13.15
2019/10/30 00:00,105.78,34.12,17.79,24.72,21.7958,23.98,21.64,15.08,14.567,13.16
2019/10/31 00:00,106.2,34.22,17.86,24.79,21.8983,23.94,21.73,15.16,14.639,13.19
2019/11/1 00:00,0.0,0.0,17.89,0.0,21.9278,23.97,21.72,0.0,0.0,0.0
2019/11/4 00:00,105.99,34.28,17.85,24.76,21.8824,24.0,21.67,15.15,14.617,13.17
2019/11/5 00:00,105.73,34.21,17.8,24.7,21.817,23.99,21.6,15.1,14.558,13.16
2019/11/6 00:00,105.92,34.14,17.79,24.75,21.8189,23.97,21.64,15.16,14.573,13.17
2019/11/7 00:00,105.52,34.15,17.76,24.67,21.7706,23.97,21.55,15.06,14.539,13.16
2019/11/8 00:00,105.48,34.03,17.72,24.67,21.7002,23.95,21.53,15.07,14.517,13.17
2019/11/11 00:00,105.43,34.02,0.0,24.67,21.7238,23.96,21.54,15.08,0.0,13.17
2019/11/12 00:00,105.59,34.02,17.71,24.68,21.7209,23.96,21.56,15.09,14.506,13.17
2019/11/13 00:00,105.69,34.12,17.76,24.7,21.7686,23.96,21.59,15.08,14.522,13.18
2019/11/14 00:00,105.91,34.14,17.8,24.75,21.8166,23.95,21.64,15.11,14.574,13.19
2019/11/15 00:00,105.86,34.19,17.81,24.75,21.824,23.95,21.63,15.09,14.562,13.23
2019/11/18 00:00,105.97,34.19,17.82,24.76,21.8304,23.93,21.65,15.13,14.576,13.2
2019/11/19 00:00,106.08,34.22,17.86,24.76,21.8431,23.92,21.67,15.16,14.608,13.21
2019/11/20 00:00,106.22,34.27,17.87,24.78,21.886,23.9,21.71,15.19,14.639,13.19
2019/11/21 00:00,106.11,34.25,17.88,24.75,21.8742,23.9,21.67,15.17,14.605,13.21
2019/11/22 00:00,106.13,34.26,17.87,24.76,21.8705,23.91,21.68,15.18,14.623,13.22
2019/11/25 00:00,106.23,34.28,17.88,24.79,21.8615,23.94,21.71,15.2,14.636,13.22
2019/11/26 00:00,106.4,34.31,17.91,24.83,21.9061,23.98,21.75,15.23,14.655,13.22
2019/11/27 00:00,106.26,34.33,17.9,24.82,21.8866,24.01,21.72,15.2,14.643,13.22
2019/11/29 00:00,106.22,34.3,17.89,24.81,21.8784,24.0,21.72,15.16,14.633,13.23
2019/12/2 00:00,106.0,34.27,17.84,24.76,21.8216,23.99,21.67,15.12,14.596,13.22
2019/12/3 00:00,106.55,34.27,17.89,24.86,21.8894,23.97,21.78,15.25,14.649,13.24
2019/12/4 00:00,106.34,34.38,17.92,24.83,21.9328,24.02,21.73,15.21,14.662,13.23
2019/12/5 00:00,106.25,34.3,17.87,24.83,21.8608,24.03,21.72,15.19,14.619,13.24
2019/12/6 00:00,106.15,34.28,17.85,24.82,21.8169,24.08,21.69,15.18,14.595,13.24
2019/12/9 00:00,106.23,34.28,17.86,24.83,21.8726,24.09,21.7,15.18,14.62,13.24
2019/12/10 00:00,106.25,34.28,17.85,24.84,21.8637,24.12,21.7,15.19,14.612,13.24
2019/12/11 00:00,106.49,34.31,17.87,24.89,21.8654,24.16,21.75,15.23,14.627,13.25
2019/12/12 00:00,106.07,34.34,17.87,24.83,21.9121,24.22,21.65,15.14,14.626,13.24
2019/12/13 00:00,106.52,34.25,17.84,24.92,21.8237,24.24,21.75,15.21,14.607,13.26
2019/12/16 00:00,106.3,34.35,17.87,24.89,21.875,24.28,21.7,15.17,14.63,13.25
2019/12/17 00:00,106.35,34.3,17.84,24.91,21.8706,24.32,21.71,15.19,14.618,13.26
2019/12/18 00:00,106.22,34.33,17.82,24.9,21.8229,24.36,21.68,15.17,14.602,13.26
2019/12/19 00:00,106.32,34.26,17.8,24.92,21.8187,24.36,21.7,15.19,14.582,13.26
2019/12/20 00:00,106.31,34.28,17.81,24.93,21.8266,24.38,21.71,15.19,14.587,13.27
2019/12/23 00:00,106.25,34.32,17.83,24.92,21.8543,24.39,21.69,15.15,14.601,13.26
2019/12/24 00:00,0.0,0.0,0.0,24.95,0.0,24.39,21.72,15.18,0.0,13.27
2019/12/26 00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019/12/27 00:00,106.49,34.33,17.86,25.0,21.8871,24.41,21.76,15.19,14.624,13.28
2019/12/30 00:00,106.48,34.36,17.84,24.98,21.8448,24.41,21.76,15.19,14.58,13.28
2019/12/31 00:00,106.35,34.35,0.0,24.98,21.888,24.42,21.72,15.17,14.605,13.28
2020/1/2 00:00,106.6,34.37,17.86,25.02,21.9026,24.44,21.77,15.24,14.638,13.3
2020/1/3 00:00,106.99,34.47,17.89,25.11,21.9628,24.45,21.84,15.32,14.665,13.32
2020/1/6 00:00,106.87,34.53,17.95,25.09,21.9977,24.45,21.82,15.29,14.704,13.32
2020/1/7 00:00,106.76,34.47,17.92,25.09,21.9742,24.47,21.8,15.24,14.678,13.32
2020/1/8 00:00,106.61,34.44,17.9,25.07,21.9563,24.47,21.76,15.21,14.665,13.32
2020/1/9 00:00,106.73,34.36,17.85,25.09,21.8935,24.48,21.79,15.22,14.618,13.33
2020/1/10 00:00,106.96,34.43,17.87,25.13,21.9312,24.5,21.84,15.27,14.659,13.34
2020/1/13 00:00,106.94,34.48,17.94,25.12,21.9882,24.54,21.82,15.26,14.667,13.33
2020/1/14 00:00,107.03,34.49,17.92,25.14,21.9689,24.55,21.84,15.29,14.683,13.34
2020/1/15 00:00,107.12,34.52,17.94,25.17,22.0198,24.55,21.87,15.31,14.675,13.35
2020/1/16 00:00,107.1,34.55,17.95,25.16,22.0119,24.57,21.86,15.28,14.701,13.35
2020/1/17 00:00,107.07,34.51,17.93,25.16,21.9789,24.57,21.85,15.25,14.674,13.35
2020/1/21 00:00,107.32,34.55,17.96,25.23,22.0267,24.56,21.91,15.31,14.709,13.36
2020/1/22 00:00,107.35,34.63,18.01,25.2,22.0409,24.55,21.93,15.3,14.729,13.36
2020/1/23 00:00,107.47,34.66,18.04,25.21,22.074,24.5,21.96,15.33,14.753,13.38
2020/1/24 00:00,107.68,34.7,18.05,25.25,22.092,24.46,22.0,15.37,14.767,13.42
2020/1/27 00:00,107.84,34.79,0.0,25.24,22.1668,24.31,22.04,15.41,14.821,13.41
2020/1/28 00:00,107.75,34.82,0.0,25.25,22.1726,24.41,22.02,15.39,14.821,13.4
2020/1/29 00:00,107.99,34.81,18.14,25.31,22.1821,24.42,22.08,15.44,14.825,13.42
2020/1/30 00:00,107.97,34.91,18.17,25.32,22.2157,24.38,22.08,15.47,14.85,13.42
2020/1/31 00:00,108.2,34.91,18.2,25.35,22.2429,24.36,22.13,15.51,14.866,13.43
2020/2/3 00:00,108.19,34.93,18.2,25.35,22.254,24.38,22.13,15.48,14.866,13.43
2020/2/4 00:00,107.97,34.9,18.18,25.31,22.2066,24.45,22.07,15.41,14.843,13.42
2020/2/5 00:00,107.83,34.81,18.13,25.3,22.1617,24.5,22.03,15.37,14.838,13.41
2020/2/6 00:00,107.97,34.78,18.11,25.32,22.1604,24.52,22.06,15.39,14.832,13.42
2020/2/7 00:00,108.22,34.88,18.17,25.37,22.2006,24.52,22.12,15.45,14.859,13.43
2020/2/10 00:00,108.33,34.95,18.2,25.39,22.2526,24.52,22.14,15.48,14.881,13.44
2020/2/11 00:00,108.24,34.92,18.2,25.38,22.242,24.59,22.11,15.43,14.872,13.44
2020/2/12 00:00,108.17,34.88,18.17,25.36,22.2099,24.61,22.09,15.41,14.846,13.43
2020/2/13 00:00,108.27,34.9,18.16,25.37,22.2237,24.6,22.1,15.44,14.852,13.43
2020/2/14 00:00,108.41,34.91,18.2,25.4,22.2554,24.62,22.12,15.46,14.883,13.44
2020/2/18 00:00,108.53,34.99,18.21,25.42,22.284,24.6,22.16,15.49,14.884,13.45
2020/2/19 00:00,108.51,35.01,18.22,25.42,22.2727,24.61,22.15,15.48,14.909,13.44
2020/2/20 00:00,108.63,35.03,18.24,25.45,22.3056,24.63,22.19,15.51,14.901,13.46
2020/2/21 00:00,108.82,35.12,18.3,25.48,22.3662,24.62,22.24,15.55,14.952,13.47
2020/2/24 00:00,109.01,35.25,18.36,25.46,22.4455,24.5,22.29,15.62,15.007,13.48
2020/2/25 00:00,108.92,35.3,18.39,25.46,22.4653,24.39,22.31,15.61,15.011,13.49
2020/2/26 00:00,108.81,35.3,18.39,25.44,22.4576,24.34,22.29,15.62,15.004,13.49
2020/2/27 00:00,108.7,35.37,18.43,25.34,22.5096,24.11,22.29,15.63,15.054,13.49
2020/2/28 00:00,108.87,35.42,18.48,25.35,22.5828,23.95,22.4,15.73,15.098,13.48
2020/3/2 00:00,108.85,35.56,18.56,25.42,22.6183,24.04,22.4,15.71,15.152,13.49
2020/3/3 00:00,109.39,35.56,18.54,25.54,22.6346,24.19,22.54,15.84,15.128,13.49
2020/3/4 00:00,109.43,35.78,18.66,25.63,22.756,24.33,22.54,15.87,15.265,13.5
2020/3/5 00:00,109.69,35.82,18.65,25.57,22.8374,24.16,22.61,15.89,15.277,13.5
2020/3/6 00:00,109.88,36.07,18.85,25.51,22.917,23.79,22.74,16.04,15.423,13.5
2020/3/9 00:00,108.46,36.29,19.05,25.02,23.0883,23.01,22.67,15.92,15.528,13.42
2020/3/10 00:00,107.3,35.98,18.88,24.76,22.7392,23.04,22.37,15.54,15.349,13.31
2020/3/11 00:00,106.32,35.56,18.67,24.51,22.6226,22.76,22.21,15.4,15.212,13.29
2020/3/12 00:00,105.11,35.3,18.56,23.88,22.4375,22.02,21.94,15.28,15.136,13.17
2020/3/13 00:00,104.05,34.55,18.4,23.75,22.0917,21.96,21.76,15.12,14.981,12.96
2020/3/16 00:00,103.35,34.6,18.4,23.45,22.1227,21.26,21.86,15.15,14.954,12.78
2020/3/17 00:00,102.04,34.66,18.35,23.01,21.9908,21.0,21.43,14.77,14.964,12.55
2020/3/18 00:00,99.74,33.93,17.96,22.17,21.4049,20.27,20.96,14.5,14.718,12.22
2020/3/19 00:00,96.55,32.99,17.72,21.59,21.0455,19.6,20.69,14.53,14.496,11.3
2020/3/20 00:00,98.05,32.98,17.71,21.46,20.9516,19.65,20.91,14.87,14.44,11.08
2020/3/23 00:00,98.0,33.1,17.74,21.07,20.9613,19.17,21.05,15.32,14.561,10.8
2020/3/24 00:00,98.31,32.57,17.76,21.04,20.9445,19.22,21.01,15.44,14.59,10.38
2020/3/25 00:00,98.69,32.77,17.84,21.5,21.124,19.7,21.15,15.44,14.692,9.91
2020/3/26 00:00,99.73,33.54,17.86,21.99,21.2615,20.32,21.34,15.57,14.79,10.22
2020/3/27 00:00,100.76,34.03,18.0,22.46,21.5045,20.73,21.58,15.49,14.891,10.21
2020/3/30 00:00,100.98,34.91,18.21,22.39,21.8831,20.81,21.64,15.53,14.982,10.22
2020/3/31 00:00,101.42,34.03,18.26,22.6,22.0117,20.94,21.73,15.4,14.989,10.54
2020/4/1 00:00,101.28,34.53,18.32,22.44,22.0211,20.64,21.75,15.5,15.103,10.3
2020/4/2 00:00,101.39,34.89,18.33,22.31,21.9969,20.6,21.76,15.62,15.077,10.49
2020/4/3 00:00,101.25,34.34,18.34,22.22,21.9949,20.42,21.75,15.71,15.072,10.41
2020/4/6 00:00,101.52,34.51,18.26,22.27,21.953,20.55,21.76,15.73,15.034,10.4
2020/4/7 00:00,101.98,34.71,18.26,22.38,21.9365,20.77,21.81,15.7,15.019,10.33
2020/4/8 00:00,102.16,34.34,18.27,22.5,22.1012,20.91,21.84,15.7,15.055,10.32
2020/4/9 00:00,103.79,34.61,18.29,22.97,22.132,21.76,22.11,15.79,15.085,10.37
2020/4/13 00:00,0.0,0.0,0.0,0.0,0.0,21.67,22.19,0.0,0.0,0.0
2020/4/14 00:00,104.72,35.05,18.41,23.48,22.5335,21.97,22.28,15.86,15.23,10.75
2020/4/15 00:00,104.84,35.21,18.47,23.39,22.6304,21.85,22.37,15.89,15.307,10.5
2020/4/16 00:00,104.8,35.09,18.61,23.37,22.6089,21.9,22.42,15.74,15.321,10.63
2020/4/17 00:00,104.81,35.36,18.51,23.16,22.619,22.06,22.4,15.68,15.318,10.88
2020/4/20 00:00,104.82,35.29,18.52,23.11,22.6675,21.92,22.4,15.68,15.297,10.66
2020/4/21 00:00,104.58,35.32,18.64,22.93,22.719,21.66,22.39,15.74,15.332,10.63
2020/4/22 00:00,104.73,35.37,18.63,22.95,22.6306,21.71,22.38,15.78,15.276,10.64
2020/4/23 00:00,104.98,35.29,18.58,22.99,22.642,21.7,22.45,15.8,15.297,10.65
2020/4/24 00:00,105.06,35.32,18.58,22.96,22.6677,21.63,22.44,15.88,15.313,10.65
2020/4/27 00:00,104.97,35.38,18.56,22.95,22.663,21.61,22.38,15.88,15.299,10.68
2020/4/28 00:00,105.27,35.27,18.55,23.01,22.6485,21.65,22.47,15.92,15.302,10.69
2020/4/29 00:00,105.47,35.36,18.59,23.11,22.7001,21.82,22.49,15.89,15.338,10.71
2020/4/30 00:00,105.82,35.36,0.0,23.19,22.7481,21.86,22.46,15.82,15.343,10.72
2020/5/1 00:00,0.0,0.0,0.0,0.0,22.7145,21.75,22.46,0.0,0.0,0.0
2020/5/4 00:00,105.68,35.25,18.61,23.08,22.6259,21.71,22.45,15.78,15.313,10.7
2020/5/5 00:00,105.34,35.29,18.52,23.16,22.6679,21.81,22.44,15.79,15.284,10.71
2020/5/6 00:00,105.02,35.26,18.48,23.13,22.5603,21.81,22.36,15.74,15.252,10.73
2020/5/7 00:00,105.27,35.31,18.47,23.22,22.5537,21.85,22.43,15.81,15.256,10.76
2020/5/8 00:00,105.12,35.34,18.51,23.23,22.6015,21.9,22.36,15.78,15.278,10.78
2020/5/11 00:00,105.09,35.2,18.48,23.24,22.6363,21.89,22.3,15.74,15.254,10.81
2020/5/12 00:00,105.35,35.19,18.46,23.31,22.5813,21.98,22.36,15.76,15.227,10.83
2020/5/13 00:00,105.34,35.27,18.5,23.26,22.6522,21.84,22.37,15.79,15.232,10.83
2020/5/14 00:00,105.6,35.35,18.54,23.19,22.6708,21.71,22.4,15.82,15.305,10.84
2020/5/15 00:00,105.38,35.41,18.62,23.22,22.7088,21.7,22.4,15.82,15.296,10.87
2020/5/18 00:00,105.56,35.49,18.54,23.33,22.6861,21.93,22.38,15.78,15.261,10.92
2020/5/19 00:00,105.84,35.37,18.51,23.56,22.6997,22.02,22.47,15.81,15.284,10.96
2020/5/20 00:00,106.29,35.49,18.55,23.56,22.8053,22.2,22.56,15.85,15.319,10.97
2020/5/21 00:00,0.0,0.0,18.61,0.0,22.8875,22.26,22.59,0.0,0.0,0.0
2020/5/22 00:00,106.51,35.67,18.62,23.66,22.8951,22.33,22.61,15.83,15.314,11.02
2020/5/26 00:00,106.79,35.67,18.6,23.78,22.8971,22.53,22.64,15.8,15.318,11.05
2020/5/27 00:00,107.0,35.61,18.61,24.02,22.941,22.68,22.66,15.82,15.34,11.11
2020/5/28 00:00,107.21,35.71,18.6,24.1,22.9422,22.75,22.68,15.83,15.333,11.3
2020/5/29 00:00,107.4,35.72,18.6,24.02,23.0024,22.73,22.74,15.84,15.342,11.24
2020/6/1 00:00,0.0,0.0,18.63,0.0,23.0087,22.78,22.76,0.0,0.0,0.0
2020/6/2 00:00,107.64,35.84,18.65,24.19,23.0543,22.99,22.79,15.83,15.366,11.33
2020/6/3 00:00,108.21,35.83,18.63,24.32,23.0767,23.27,22.79,15.78,15.341,11.43
2020/6/4 00:00,108.28,35.81,18.54,24.36,23.0964,23.29,22.76,15.73,15.313,11.55
2020/6/5 00:00,108.78,35.71,18.54,24.6,22.9952,23.51,22.82,15.71,15.255,11.74
2020/6/8 00:00,109.07,35.82,18.64,24.71,23.0657,23.55,22.87,15.74,15.313,11.77
2020/6/9 00:00,108.99,35.96,18.65,24.68,23.1548,23.44,22.89,15.83,15.38,11.84
2020/6/10 00:00,109.13,35.99,18.72,24.7,23.1421,23.34,22.98,15.91,15.38,11.91
2020/6/11 00:00,108.9,36.13,18.74,24.66,23.2039,22.95,22.94,15.95,15.45,11.9
2020/6/12 00:00,108.69,36.08,18.74,24.48,23.1545,23.06,22.93,15.87,15.397,11.9
2020/6/15 00:00,108.75,36.06,18.74,24.46,23.1441,23.06,22.93,15.88,15.422,11.89
2020/6/16 00:00,109.17,35.98,18.72,24.61,23.1453,23.36,23.0,15.86,15.369,11.9
2020/6/17 00:00,108.89,36.06,18.74,24.62,23.2074,23.31,23.01,15.86,15.411,11.92
2020/6/18 00:00,109.11,36.1,18.77,24.61,23.2233,23.22,23.03,15.92,15.43,11.93
2020/6/19 00:00,109.24,36.12,18.72,24.61,23.2071,23.22,23.06,15.94,15.417,11.94
2020/6/22 00:00,109.16,36.16,18.8,24.59,23.259,23.22,23.03,15.97,15.452,11.96
2020/6/23 00:00,0.0,0.0,18.78,0.0,23.2139,23.23,23.02,0.0,0.0,0.0
2020/6/24 00:00,109.11,36.15,18.77,24.66,23.2004,23.05,23.02,15.99,15.429,11.95
2020/6/25 00:00,108.98,36.16,0.0,24.5,23.2339,22.99,23.0,16.01,0.0,11.96
2020/6/26 00:00,109.13,36.16,18.81,24.49,23.2326,22.9,23.04,16.03,0.0,11.96
2020/6/29 00:00,109.01,36.21,18.88,24.46,23.2361,22.82,23.04,16.04,15.462,11.97
2020/6/30 00:00,109.04,36.19,18.84,24.47,23.2478,22.86,23.04,16.0,15.475,11.97
2020/7/1 00:00,109.28,36.17,0.0,24.5,23.212,22.89,23.07,16.01,15.437,11.96
2020/7/2 00:00,109.61,36.2,18.82,24.57,23.2434,23.01,23.13,16.06,15.453,11.97
2020/7/6 00:00,109.77,36.26,18.83,24.62,23.2857,23.14,23.14,16.09,15.465,11.86
2020/7/7 00:00,109.87,36.37,18.86,24.65,23.3427,23.12,23.2,16.11,15.497,11.98
2020/7/8 00:00,109.75,36.36,18.88,24.61,23.3404,23.13,23.19,16.09,15.507,11.98
2020/7/9 00:00,110.05,36.38,18.9,24.62,23.3519,23.09,23.25,16.12,15.558,11.98
2020/7/10 00:00,109.83,36.5,18.96,24.58,23.4232,23.09,23.21,16.1,15.564,11.97
2020/7/13 00:00,110.08,36.44,18.9,24.61,23.3476,23.15,23.24,16.13,15.517,11.98
2020/7/14 00:00,110.01,36.48,18.95,24.61,23.4154,23.15,23.24,16.14,15.559,11.97
2020/7/15 00:00,110.23,36.49,18.93,24.66,23.3797,23.3,23.29,16.14,15.533,11.96
2020/7/16 00:00,110.35,36.52,18.96,24.69,23.4461,23.32,23.28,16.16,15.553,11.93
2020/7/17 00:00,110.46,36.56,18.96,24.7,23.4674,23.37,23.3,16.18,15.557,11.93
2020/7/20 00:00,110.68,36.58,18.98,24.75,23.5185,23.45,23.33,16.2,15.574,11.93
2020/7/21 00:00,111.01,36.63,19.0,24.82,23.5081,23.63,23.39,16.23,15.547,11.93
2020/7/22 00:00,111.15,36.71,19.02,24.86,23.5678,23.68,23.42,16.26,15.617,11.94
2020/7/23 00:00,111.4,36.76,19.04,24.75,23.6017,23.67,23.46,16.27,15.658,11.99
2020/7/24 00:00,111.33,36.79,19.05,24.87,23.5836,23.67,23.45,16.26,15.635,11.99
2020/7/27 00:00,111.28,36.78,19.06,24.88,23.6409,23.71,23.42,16.25,15.636,12.0
2020/7/28 00:00,111.37,36.75,19.1,24.91,23.5929,23.7,23.46,16.28,15.626,12.0
2020/7/29 00:00,111.5,36.79,19.06,24.95,23.6175,23.78,23.48,16.31,15.634,12.02
2020/7/30 00:00,111.63,36.83,19.09,25.0,23.6595,23.82,23.51,16.34,15.662,12.03
2020/7/31 00:00,111.77,36.85,19.08,25.02,23.6767,23.84,23.52,16.38,15.646,12.03
2020/8/3 00:00,111.84,36.86,19.07,25.03,23.6638,23.91,23.53,16.39,15.643,12.04
2020/8/4 00:00,111.8,36.91,19.13,25.09,23.7268,23.93,23.59,16.43,15.692,12.04
2020/8/5 00:00,112.07,36.95,19.12,25.12,23.7178,24.04,23.56,16.45,15.674,12.05
2020/8/6 00:00,112.29,36.97,19.15,25.15,23.7499,24.04,23.59,16.47,15.707,12.06
2020/8/7 00:00,112.16,36.99,19.15,25.15,23.7505,24.07,23.58,16.42,15.7,12.06
